paper,dataname,method,n_samples,n_neighbors,1-NN,Trustworthiness,Continuity
comparative,difficult,lle.skl,2000,9,0.452,0.861,0.934
comparative,difficult,lle.skl,2000,11,0.468,0.887,0.953
comparative,difficult,lle.skl,2000,10,0.484,0.861,0.915
comparative,difficult,lle.skl,2000,12,0.447,0.883,0.942
comparative,difficult,lle.skl,2000,13,0.432,0.933,0.968
comparative,difficult,lle.skl,2000,14,0.404,0.962,0.977
comparative,difficult,lle.skl,2000,15,0.391,0.976,0.982
comparative,difficult,le.skl,2000,5,0.478,0.913,0.986
comparative,difficult,le.skl,2000,6,0.489,0.913,0.985
comparative,difficult,le.skl,2000,7,0.5,0.913,0.985
comparative,difficult,le.skl,2000,8,0.506,0.914,0.984
comparative,difficult,le.skl,2000,10,0.483,0.916,0.983
comparative,difficult,le.skl,2000,9,0.485,0.915,0.983
comparative,difficult,le.skl,2000,12,0.486,0.916,0.982
comparative,difficult,le.skl,2000,11,0.499,0.917,0.983
comparative,difficult,le.skl,2000,13,0.492,0.917,0.982
comparative,difficult,le.skl,2000,15,0.483,0.918,0.981
comparative,difficult,le.skl,2000,14,0.483,0.917,0.981
comparative,difficult,le.skl,2000,5,0.478,0.913,0.986
comparative,difficult,le.skl,2000,6,0.489,0.913,0.985
comparative,difficult,le.skl,2000,7,0.5,0.913,0.985
comparative,difficult,le.skl,2000,8,0.506,0.914,0.984
comparative,difficult,le.skl,2000,10,0.483,0.916,0.983
comparative,difficult,le.skl,2000,9,0.485,0.915,0.983
comparative,difficult,le.skl,2000,12,0.486,0.916,0.982
comparative,difficult,le.skl,2000,11,0.499,0.917,0.983
comparative,difficult,le.skl,2000,13,0.492,0.917,0.982
comparative,difficult,le.skl,2000,15,0.483,0.918,0.981
comparative,difficult,le.skl,2000,14,0.483,0.917,0.981
comparative,difficult,ltsa.skl,2000,11,0.484,0.92,0.982
comparative,difficult,ltsa.skl,2000,6,0.503,0.816,0.59
comparative,difficult,ltsa.skl,2000,12,0.494,0.92,0.982
comparative,difficult,ltsa.skl,2000,9,0.505,0.92,0.983
comparative,difficult,ltsa.skl,2000,13,0.47,0.932,0.982
comparative,difficult,ltsa.skl,2000,15,0.429,0.936,0.981
comparative,difficult,ltsa.skl,2000,14,0.444,0.933,0.982
comparative,difficult,ltsa.skl,2000,7,0.493,0.649,0.776
comparative,difficult,ltsa.skl,2000,5,0.456,0.891,0.827
comparative,difficult,ltsa.skl,2000,10,0.488,0.921,0.982
comparative,difficult,ltsa.skl,2000,8,0.439,0.954,0.743
comparative,difficult,ltsa.skl,2000,11,0.484,0.92,0.982
comparative,difficult,ltsa.skl,2000,6,0.503,0.816,0.59
comparative,difficult,ltsa.skl,2000,12,0.494,0.92,0.982
comparative,difficult,ltsa.skl,2000,9,0.505,0.92,0.983
comparative,difficult,ltsa.skl,2000,13,0.47,0.932,0.982
comparative,difficult,ltsa.skl,2000,15,0.429,0.936,0.981
comparative,difficult,ltsa.skl,2000,14,0.444,0.933,0.982
comparative,difficult,ltsa.skl,2000,7,0.493,0.649,0.776
comparative,difficult,ltsa.skl,2000,5,0.456,0.891,0.827
comparative,difficult,ltsa.skl,2000,10,0.488,0.921,0.982
comparative,difficult,ltsa.skl,2000,8,0.439,0.954,0.743
eng,four.moons,hlle,2000,11,0.25,0.991,0.831
eng,four.moons,hlle,2000,13,0.25,0.993,0.834
eng,four.moons,hlle,2000,10,0.0,0.989,0.825
eng,four.moons,hlle,2000,12,0.25,0.982,0.829
eng,four.moons,hlle,2000,15,0.25,0.994,0.836
eng,four.moons,hlle,2000,14,0.25,0.993,0.834
eng,four.moons,hlle,2000,8,0.25,0.992,0.828
eng,four.moons,hlle,2000,6,0.25,0.993,0.827
eng,four.moons,hlle,2000,7,0.25,0.993,0.827
eng,four.moons,hlle,2000,5,0.25,0.984,0.839
eng,four.moons,hlle,2000,9,0.0,0.962,0.832
eng,four.moons,hlle,2000,11,0.25,0.991,0.831
eng,four.moons,hlle,2000,13,0.25,0.993,0.834
eng,four.moons,hlle,2000,10,0.0,0.989,0.825
eng,four.moons,hlle,2000,12,0.25,0.982,0.829
eng,four.moons,hlle,2000,15,0.25,0.994,0.836
eng,four.moons,hlle,2000,14,0.25,0.993,0.834
eng,four.moons,hlle,2000,8,0.25,0.992,0.828
eng,four.moons,hlle,2000,6,0.25,0.993,0.827
eng,four.moons,hlle,2000,7,0.25,0.993,0.827
eng,four.moons,hlle,2000,5,0.25,0.984,0.839
eng,four.moons,hlle,2000,9,0.0,0.962,0.832
eng,two.swiss,hlle,2000,13,0.43,0.832,0.976
eng,two.swiss,hlle,2000,11,0.405,0.878,0.987
eng,two.swiss,hlle,2000,10,0.464,0.837,0.977
eng,two.swiss,hlle,2000,8,0.426,0.872,0.991
eng,two.swiss,hlle,2000,6,0.444,0.864,0.983
eng,two.swiss,hlle,2000,15,0.498,0.859,0.968
eng,two.swiss,hlle,2000,12,0.488,0.941,0.869
eng,two.swiss,hlle,2000,5,0.43,0.932,0.867
eng,two.swiss,hlle,2000,7,0.451,0.936,0.87
eng,two.swiss,hlle,2000,14,0.489,0.918,0.863
eng,two.swiss,hlle,2000,9,0.465,0.934,0.87
eng,two.swiss,hlle,2000,13,0.43,0.832,0.976
eng,two.swiss,hlle,2000,11,0.405,0.878,0.987
eng,two.swiss,hlle,2000,10,0.464,0.837,0.977
eng,two.swiss,hlle,2000,8,0.426,0.872,0.991
eng,two.swiss,hlle,2000,6,0.444,0.864,0.983
eng,two.swiss,hlle,2000,15,0.498,0.859,0.968
eng,two.swiss,hlle,2000,12,0.488,0.941,0.869
eng,two.swiss,hlle,2000,5,0.43,0.932,0.867
eng,two.swiss,hlle,2000,7,0.451,0.936,0.87
eng,two.swiss,hlle,2000,14,0.489,0.918,0.863
eng,two.swiss,hlle,2000,9,0.465,0.934,0.87
eng,coil20,le.eng,2000,5,0.128,0.969,0.996
eng,coil20,le.eng,2000,6,0.131,0.97,0.996
eng,coil20,le.eng,2000,7,0.136,0.962,0.995
eng,coil20,le.eng,2000,8,0.132,0.956,0.994
eng,coil20,le.eng,2000,9,0.133,0.961,0.993
eng,coil20,le.eng,2000,10,0.146,0.961,0.993
eng,coil20,le.eng,2000,11,0.144,0.96,0.993
eng,coil20,le.eng,2000,12,0.155,0.965,0.992
eng,coil20,le.eng,2000,13,0.158,0.97,0.992
eng,coil20,le.eng,2000,14,0.143,0.977,0.992
eng,coil20,le.eng,2000,15,0.136,0.972,0.992
eng,coil20,le.eng,2000,5,0.128,0.969,0.996
eng,coil20,le.eng,2000,6,0.131,0.97,0.996
eng,coil20,le.eng,2000,7,0.136,0.962,0.995
eng,coil20,le.eng,2000,8,0.132,0.956,0.994
eng,coil20,le.eng,2000,9,0.133,0.961,0.993
eng,coil20,le.eng,2000,10,0.146,0.961,0.993
eng,coil20,le.eng,2000,11,0.144,0.96,0.993
eng,coil20,le.eng,2000,12,0.155,0.965,0.992
eng,coil20,le.eng,2000,13,0.158,0.97,0.992
eng,coil20,le.eng,2000,14,0.143,0.977,0.992
eng,coil20,le.eng,2000,15,0.136,0.972,0.992
eng,four.moons,hlle.eng,2000,12,0.0,0.991,0.996
eng,four.moons,hlle.eng,2000,8,0.001,0.985,0.994
eng,four.moons,hlle.eng,2000,9,0.0,0.984,0.994
eng,four.moons,hlle.eng,2000,6,0.0,0.985,0.994
eng,four.moons,hlle.eng,2000,5,0.005,0.977,0.993
eng,four.moons,hlle.eng,2000,14,0.0,0.991,0.995
eng,four.moons,hlle.eng,2000,15,0.0,0.99,0.995
eng,four.moons,hlle.eng,2000,11,0.0,0.988,0.992
eng,four.moons,hlle.eng,2000,10,0.0,0.985,0.993
eng,four.moons,hlle.eng,2000,13,0.0,0.991,0.995
eng,four.moons,hlle.eng,2000,7,0.0,0.986,0.994
eng,four.moons,hlle.eng,2000,12,0.0,0.991,0.996
eng,four.moons,hlle.eng,2000,8,0.001,0.985,0.994
eng,four.moons,hlle.eng,2000,9,0.0,0.984,0.994
eng,four.moons,hlle.eng,2000,6,0.0,0.985,0.994
eng,four.moons,hlle.eng,2000,5,0.005,0.977,0.993
eng,four.moons,hlle.eng,2000,14,0.0,0.991,0.995
eng,four.moons,hlle.eng,2000,15,0.0,0.99,0.995
eng,four.moons,hlle.eng,2000,11,0.0,0.988,0.992
eng,four.moons,hlle.eng,2000,10,0.0,0.985,0.993
eng,four.moons,hlle.eng,2000,13,0.0,0.991,0.995
eng,four.moons,hlle.eng,2000,7,0.0,0.986,0.994
eng,four.moons,lle.skl,2000,6,0.0,0.963,0.976
eng,four.moons,lle.skl,2000,7,0.0,0.95,0.974
eng,four.moons,lle.skl,2000,5,0.0,0.962,0.959
eng,four.moons,lle.skl,2000,9,0.0,0.978,0.964
eng,four.moons,lle.skl,2000,11,0.0,0.978,0.965
eng,four.moons,lle.skl,2000,10,0.0,0.977,0.962
eng,four.moons,lle.skl,2000,12,0.0,0.977,0.956
eng,four.moons,lle.skl,2000,8,0.0,0.977,0.964
eng,four.moons,lle.skl,2000,13,0.0,0.956,0.943
eng,four.moons,lle.skl,2000,14,0.0,0.984,0.949
eng,four.moons,lle.skl,2000,15,0.0,0.98,0.948
eng,four.moons,lle.skl,2000,6,0.0,0.963,0.976
eng,four.moons,lle.skl,2000,7,0.0,0.95,0.974
eng,four.moons,lle.skl,2000,5,0.0,0.962,0.959
eng,four.moons,lle.skl,2000,9,0.0,0.978,0.964
eng,four.moons,lle.skl,2000,11,0.0,0.978,0.965
eng,four.moons,lle.skl,2000,10,0.0,0.977,0.962
eng,four.moons,lle.skl,2000,12,0.0,0.977,0.956
eng,four.moons,lle.skl,2000,8,0.0,0.977,0.964
eng,four.moons,lle.skl,2000,13,0.0,0.956,0.943
eng,four.moons,lle.skl,2000,14,0.0,0.984,0.949
eng,four.moons,lle.skl,2000,15,0.0,0.98,0.948
eng,four.moons,le.skl,2000,7,0.0,0.992,0.96
eng,four.moons,le.skl,2000,5,0.0,0.99,0.934
eng,four.moons,le.skl,2000,12,0.0,0.988,0.933
eng,four.moons,le.skl,2000,9,0.0,0.987,0.935
eng,four.moons,le.skl,2000,14,0.0,0.99,0.94
eng,four.moons,le.skl,2000,6,0.0,0.99,0.934
eng,four.moons,le.skl,2000,13,0.0,0.988,0.938
eng,four.moons,le.skl,2000,10,0.0,0.979,0.916
eng,four.moons,le.skl,2000,11,0.0,0.987,0.915
eng,four.moons,le.skl,2000,8,0.0,0.987,0.914
eng,four.moons,le.skl,2000,15,0.0,0.99,0.925
eng,four.moons,le.skl,2000,7,0.0,0.992,0.96
eng,four.moons,le.skl,2000,5,0.0,0.99,0.934
eng,four.moons,le.skl,2000,12,0.0,0.988,0.933
eng,four.moons,le.skl,2000,9,0.0,0.987,0.935
eng,four.moons,le.skl,2000,14,0.0,0.99,0.94
eng,four.moons,le.skl,2000,6,0.0,0.99,0.934
eng,four.moons,le.skl,2000,13,0.0,0.988,0.938
eng,four.moons,le.skl,2000,10,0.0,0.979,0.916
eng,four.moons,le.skl,2000,11,0.0,0.987,0.915
eng,four.moons,le.skl,2000,8,0.0,0.987,0.914
eng,four.moons,le.skl,2000,15,0.0,0.99,0.925
eng,coil20,hlle,2000,5,0.153,0.971,0.987
eng,coil20,hlle,2000,6,0.098,0.954,0.989
eng,coil20,hlle,2000,7,0.137,0.982,0.984
eng,coil20,hlle,2000,12,0.085,0.971,0.979
eng,coil20,hlle,2000,11,0.082,0.968,0.982
eng,coil20,hlle,2000,9,0.139,0.971,0.979
eng,coil20,hlle,2000,10,0.078,0.97,0.981
eng,coil20,hlle,2000,15,0.127,0.956,0.979
eng,coil20,hlle,2000,8,0.15,0.968,0.982
eng,coil20,hlle,2000,13,0.098,0.971,0.978
eng,coil20,hlle,2000,14,0.078,0.962,0.977
eng,coil20,hlle,2000,5,0.153,0.971,0.987
eng,coil20,hlle,2000,6,0.098,0.954,0.989
eng,coil20,hlle,2000,7,0.137,0.982,0.984
eng,coil20,hlle,2000,12,0.085,0.971,0.979
eng,coil20,hlle,2000,11,0.082,0.968,0.982
eng,coil20,hlle,2000,9,0.139,0.971,0.979
eng,coil20,hlle,2000,10,0.078,0.97,0.981
eng,coil20,hlle,2000,15,0.127,0.956,0.979
eng,coil20,hlle,2000,8,0.15,0.968,0.982
eng,coil20,hlle,2000,13,0.098,0.971,0.978
eng,coil20,hlle,2000,14,0.078,0.962,0.977
eng,two.swiss,hlle.eng,2000,5,0.309,0.909,0.98
eng,two.swiss,hlle.eng,2000,9,0.068,0.998,0.999
eng,two.swiss,hlle.eng,2000,10,0.263,0.916,0.987
eng,two.swiss,hlle.eng,2000,8,0.108,0.989,0.998
eng,two.swiss,hlle.eng,2000,12,0.275,0.942,0.988
eng,two.swiss,hlle.eng,2000,13,0.2,0.956,0.988
eng,two.swiss,hlle.eng,2000,6,0.34,0.912,0.984
eng,two.swiss,hlle.eng,2000,14,0.13,0.981,0.997
eng,two.swiss,hlle.eng,2000,7,0.225,0.945,0.991
eng,two.swiss,hlle.eng,2000,15,0.285,0.951,0.988
eng,two.swiss,hlle.eng,2000,11,0.185,0.974,0.994
eng,two.swiss,hlle.eng,2000,5,0.309,0.909,0.98
eng,two.swiss,hlle.eng,2000,9,0.068,0.998,0.999
eng,two.swiss,hlle.eng,2000,10,0.263,0.916,0.987
eng,two.swiss,hlle.eng,2000,8,0.108,0.989,0.998
eng,two.swiss,hlle.eng,2000,12,0.275,0.942,0.988
eng,two.swiss,hlle.eng,2000,13,0.2,0.956,0.988
eng,two.swiss,hlle.eng,2000,6,0.34,0.912,0.984
eng,two.swiss,hlle.eng,2000,14,0.13,0.981,0.997
eng,two.swiss,hlle.eng,2000,7,0.225,0.945,0.991
eng,two.swiss,hlle.eng,2000,15,0.285,0.951,0.988
eng,two.swiss,hlle.eng,2000,11,0.185,0.974,0.994
eng,two.swiss,lle.skl,2000,5,0.378,0.895,0.983
eng,two.swiss,lle.skl,2000,6,0.455,0.889,0.992
eng,two.swiss,lle.skl,2000,9,0.463,0.894,0.992
eng,two.swiss,lle.skl,2000,7,0.469,0.899,0.993
eng,two.swiss,lle.skl,2000,12,0.471,0.892,0.991
eng,two.swiss,lle.skl,2000,10,0.458,0.894,0.992
eng,two.swiss,lle.skl,2000,8,0.495,0.891,0.992
eng,two.swiss,lle.skl,2000,11,0.492,0.891,0.991
eng,two.swiss,lle.skl,2000,14,0.471,0.892,0.991
eng,two.swiss,lle.skl,2000,15,0.465,0.894,0.99
eng,two.swiss,lle.skl,2000,13,0.46,0.893,0.991
eng,two.swiss,lle.skl,2000,5,0.378,0.895,0.983
eng,two.swiss,lle.skl,2000,6,0.455,0.889,0.992
eng,two.swiss,lle.skl,2000,9,0.463,0.894,0.992
eng,two.swiss,lle.skl,2000,7,0.469,0.899,0.993
eng,two.swiss,lle.skl,2000,12,0.471,0.892,0.991
eng,two.swiss,lle.skl,2000,10,0.458,0.894,0.992
eng,two.swiss,lle.skl,2000,8,0.495,0.891,0.992
eng,two.swiss,lle.skl,2000,11,0.492,0.891,0.991
eng,two.swiss,lle.skl,2000,14,0.471,0.892,0.991
eng,two.swiss,lle.skl,2000,15,0.465,0.894,0.99
eng,two.swiss,lle.skl,2000,13,0.46,0.893,0.991
eng,two.swiss,le.skl,2000,5,0.4,0.91,0.995
eng,two.swiss,le.skl,2000,8,0.44,0.907,0.994
eng,two.swiss,le.skl,2000,6,0.456,0.908,0.995
eng,two.swiss,le.skl,2000,11,0.439,0.904,0.993
eng,two.swiss,le.skl,2000,9,0.399,0.905,0.993
eng,two.swiss,le.skl,2000,7,0.448,0.905,0.994
eng,two.swiss,le.skl,2000,13,0.461,0.905,0.992
eng,two.swiss,le.skl,2000,14,0.44,0.905,0.992
eng,two.swiss,le.skl,2000,10,0.446,0.905,0.993
eng,two.swiss,le.skl,2000,12,0.456,0.904,0.992
eng,two.swiss,le.skl,2000,15,0.452,0.905,0.992
eng,two.swiss,le.skl,2000,5,0.4,0.91,0.995
eng,two.swiss,le.skl,2000,8,0.44,0.907,0.994
eng,two.swiss,le.skl,2000,6,0.456,0.908,0.995
eng,two.swiss,le.skl,2000,11,0.439,0.904,0.993
eng,two.swiss,le.skl,2000,9,0.399,0.905,0.993
eng,two.swiss,le.skl,2000,7,0.448,0.905,0.994
eng,two.swiss,le.skl,2000,13,0.461,0.905,0.992
eng,two.swiss,le.skl,2000,14,0.44,0.905,0.992
eng,two.swiss,le.skl,2000,10,0.446,0.905,0.993
eng,two.swiss,le.skl,2000,12,0.456,0.904,0.992
eng,two.swiss,le.skl,2000,15,0.452,0.905,0.992
eng,four.moons,hlle.skl,2000,10,0.25,0.891,0.816
eng,four.moons,hlle.skl,2000,11,0.251,0.993,0.831
eng,four.moons,hlle.skl,2000,6,0.25,0.933,0.818
eng,four.moons,hlle.skl,2000,7,0.25,0.925,0.817
eng,four.moons,hlle.skl,2000,8,0.25,0.958,0.818
eng,four.moons,hlle.skl,2000,15,0.251,0.95,0.829
eng,four.moons,hlle.skl,2000,13,0.25,0.994,0.694
eng,four.moons,hlle.skl,2000,12,0.5,0.998,0.698
eng,four.moons,hlle.skl,2000,14,0.251,0.994,0.698
eng,four.moons,hlle.skl,2000,9,0.5,0.998,0.7
eng,four.moons,hlle.skl,2000,10,0.25,0.891,0.816
eng,four.moons,hlle.skl,2000,11,0.251,0.993,0.831
eng,four.moons,hlle.skl,2000,6,0.25,0.933,0.818
eng,four.moons,hlle.skl,2000,7,0.25,0.925,0.817
eng,four.moons,hlle.skl,2000,8,0.25,0.958,0.818
eng,four.moons,hlle.skl,2000,15,0.251,0.95,0.829
eng,four.moons,hlle.skl,2000,13,0.25,0.994,0.694
eng,four.moons,hlle.skl,2000,12,0.5,0.998,0.698
eng,four.moons,hlle.skl,2000,14,0.251,0.994,0.698
eng,four.moons,hlle.skl,2000,9,0.5,0.998,0.7
eng,two.swiss,hlle.skl,2000,11,0.468,0.854,0.883
eng,two.swiss,hlle.skl,2000,8,0.476,0.867,0.88
eng,two.swiss,hlle.skl,2000,10,0.46,0.885,0.889
eng,two.swiss,hlle.skl,2000,12,0.496,0.946,0.871
eng,two.swiss,hlle.skl,2000,9,0.496,0.945,0.871
eng,two.swiss,hlle.skl,2000,14,0.416,0.86,0.887
eng,two.swiss,hlle.skl,2000,7,0.496,0.946,0.872
eng,two.swiss,hlle.skl,2000,6,0.484,0.946,0.872
eng,two.swiss,hlle.skl,2000,13,0.485,0.947,0.871
eng,two.swiss,hlle.skl,2000,15,0.5,0.947,0.871
eng,two.swiss,hlle.skl,2000,11,0.468,0.854,0.883
eng,two.swiss,hlle.skl,2000,8,0.476,0.867,0.88
eng,two.swiss,hlle.skl,2000,10,0.46,0.885,0.889
eng,two.swiss,hlle.skl,2000,12,0.496,0.946,0.871
eng,two.swiss,hlle.skl,2000,9,0.496,0.945,0.871
eng,two.swiss,hlle.skl,2000,14,0.416,0.86,0.887
eng,two.swiss,hlle.skl,2000,7,0.496,0.946,0.872
eng,two.swiss,hlle.skl,2000,6,0.484,0.946,0.872
eng,two.swiss,hlle.skl,2000,13,0.485,0.947,0.871
eng,two.swiss,hlle.skl,2000,15,0.5,0.947,0.871
eng,coil20,hlle.eng,2000,6,0.097,0.957,0.972
eng,coil20,hlle.eng,2000,5,0.103,0.969,0.978
eng,coil20,hlle.eng,2000,7,0.085,0.969,0.97
eng,coil20,hlle.eng,2000,8,0.099,0.966,0.965
eng,coil20,hlle.eng,2000,12,0.088,0.971,0.976
eng,coil20,hlle.eng,2000,9,0.085,0.973,0.968
eng,coil20,hlle.eng,2000,11,0.104,0.961,0.968
eng,coil20,hlle.eng,2000,10,0.092,0.964,0.966
eng,coil20,hlle.eng,2000,13,0.095,0.966,0.971
eng,coil20,hlle.eng,2000,14,0.085,0.961,0.973
eng,coil20,hlle.eng,2000,15,0.128,0.954,0.977
eng,coil20,hlle.eng,2000,6,0.097,0.957,0.972
eng,coil20,hlle.eng,2000,5,0.103,0.969,0.978
eng,coil20,hlle.eng,2000,7,0.085,0.969,0.97
eng,coil20,hlle.eng,2000,8,0.099,0.966,0.965
eng,coil20,hlle.eng,2000,12,0.088,0.971,0.976
eng,coil20,hlle.eng,2000,9,0.085,0.973,0.968
eng,coil20,hlle.eng,2000,11,0.104,0.961,0.968
eng,coil20,hlle.eng,2000,10,0.092,0.964,0.966
eng,coil20,hlle.eng,2000,13,0.095,0.966,0.971
eng,coil20,hlle.eng,2000,14,0.085,0.961,0.973
eng,coil20,hlle.eng,2000,15,0.128,0.954,0.977
eng,coil20,lle.skl,2000,5,0.113,0.95,0.985
eng,coil20,lle.skl,2000,6,0.1,0.958,0.986
eng,coil20,lle.skl,2000,8,0.122,0.944,0.978
eng,coil20,lle.skl,2000,7,0.087,0.967,0.986
eng,coil20,lle.skl,2000,9,0.097,0.968,0.975
eng,coil20,lle.skl,2000,10,0.112,0.957,0.981
eng,coil20,lle.skl,2000,12,0.104,0.965,0.98
eng,coil20,lle.skl,2000,11,0.111,0.956,0.979
eng,coil20,lle.skl,2000,13,0.108,0.95,0.971
eng,coil20,lle.skl,2000,14,0.081,0.968,0.974
eng,coil20,lle.skl,2000,15,0.119,0.951,0.974
eng,coil20,lle.skl,2000,5,0.113,0.95,0.985
eng,coil20,lle.skl,2000,6,0.1,0.958,0.986
eng,coil20,lle.skl,2000,8,0.122,0.944,0.978
eng,coil20,lle.skl,2000,7,0.087,0.967,0.986
eng,coil20,lle.skl,2000,9,0.097,0.968,0.975
eng,coil20,lle.skl,2000,10,0.112,0.957,0.981
eng,coil20,lle.skl,2000,12,0.104,0.965,0.98
eng,coil20,lle.skl,2000,11,0.111,0.956,0.979
eng,coil20,lle.skl,2000,13,0.108,0.95,0.971
eng,coil20,lle.skl,2000,14,0.081,0.968,0.974
eng,coil20,lle.skl,2000,15,0.119,0.951,0.974
eng,coil20,le.skl,2000,8,0.114,0.977,0.993
eng,coil20,le.skl,2000,5,0.091,0.974,0.993
eng,coil20,le.skl,2000,7,0.124,0.982,0.994
eng,coil20,le.skl,2000,12,0.147,0.957,0.992
eng,coil20,le.skl,2000,13,0.169,0.945,0.99
eng,coil20,le.skl,2000,10,0.128,0.971,0.994
eng,coil20,le.skl,2000,9,0.132,0.971,0.993
eng,coil20,le.skl,2000,6,0.109,0.982,0.994
eng,coil20,le.skl,2000,11,0.136,0.965,0.993
eng,coil20,le.skl,2000,15,0.155,0.949,0.989
eng,coil20,le.skl,2000,14,0.172,0.932,0.989
eng,coil20,le.skl,2000,8,0.114,0.977,0.993
eng,coil20,le.skl,2000,5,0.091,0.974,0.993
eng,coil20,le.skl,2000,7,0.124,0.982,0.994
eng,coil20,le.skl,2000,12,0.147,0.957,0.992
eng,coil20,le.skl,2000,13,0.169,0.945,0.99
eng,coil20,le.skl,2000,10,0.128,0.971,0.994
eng,coil20,le.skl,2000,9,0.132,0.971,0.993
eng,coil20,le.skl,2000,6,0.109,0.982,0.994
eng,coil20,le.skl,2000,11,0.136,0.965,0.993
eng,coil20,le.skl,2000,15,0.155,0.949,0.989
eng,coil20,le.skl,2000,14,0.172,0.932,0.989
dev,swiss,mvu,200,5,0.165,0.987,0.998
dev,swiss,mvu,200,6,0.155,0.995,0.998
dev,swiss,mvu,200,7,0.16,0.992,0.998
dev,swiss,mvu,200,8,0.145,0.996,0.998
dev,swiss,mvu,200,9,0.145,0.997,0.998
dev,swiss,mvu,200,10,0.145,0.998,0.998
dev,swiss,mvu,200,11,0.14,0.998,0.998
dev,swiss,mvu,200,12,0.145,0.998,0.998
dev,swiss,mvu,200,13,0.145,0.998,0.998
dev,swiss,mvu,200,14,0.145,0.998,0.998
dev,swiss,mvu,200,15,0.145,0.998,0.998
dev,swiss,mvu,200,5,0.165,0.987,0.998
dev,swiss,mvu,200,6,0.155,0.995,0.998
dev,swiss,mvu,200,7,0.16,0.992,0.998
dev,swiss,mvu,200,8,0.145,0.996,0.998
dev,swiss,mvu,200,9,0.145,0.997,0.998
dev,swiss,mvu,200,10,0.145,0.998,0.998
dev,swiss,mvu,200,11,0.14,0.998,0.998
dev,swiss,mvu,200,12,0.145,0.998,0.998
dev,swiss,mvu,200,13,0.145,0.998,0.998
dev,swiss,mvu,200,14,0.145,0.998,0.998
dev,swiss,mvu,200,15,0.145,0.998,0.998
dev,helix,mvu,200,5,0.275,0.931,0.979
dev,helix,mvu,200,6,0.26,0.958,0.994
dev,helix,mvu,200,7,0.065,0.974,0.995
dev,helix,mvu,200,8,0.07,0.99,0.996
dev,helix,mvu,200,9,0.06,0.988,0.995
dev,helix,mvu,200,10,0.06,0.991,0.995
dev,helix,mvu,200,11,0.065,0.99,0.994
dev,helix,mvu,200,12,0.065,0.988,0.994
dev,helix,mvu,200,13,0.055,0.986,0.993
dev,helix,mvu,200,14,0.055,0.985,0.992
dev,helix,mvu,200,15,0.055,0.983,0.991
dev,helix,mvu,200,5,0.275,0.931,0.979
dev,helix,mvu,200,6,0.26,0.958,0.994
dev,helix,mvu,200,7,0.065,0.974,0.995
dev,helix,mvu,200,8,0.07,0.99,0.996
dev,helix,mvu,200,9,0.06,0.988,0.995
dev,helix,mvu,200,10,0.06,0.991,0.995
dev,helix,mvu,200,11,0.065,0.99,0.994
dev,helix,mvu,200,12,0.065,0.988,0.994
dev,helix,mvu,200,13,0.055,0.986,0.993
dev,helix,mvu,200,14,0.055,0.985,0.992
dev,helix,mvu,200,15,0.055,0.983,0.991
dev,twinpeaks,mvu,200,5,0.025,0.963,0.986
dev,twinpeaks,mvu,200,6,0.015,0.967,0.986
dev,twinpeaks,mvu,200,7,0.01,0.969,0.986
dev,twinpeaks,mvu,200,8,0.005,0.97,0.986
dev,twinpeaks,mvu,200,9,0.005,0.973,0.986
dev,twinpeaks,mvu,200,10,0.005,0.975,0.986
dev,twinpeaks,mvu,200,11,0.0,0.978,0.987
dev,twinpeaks,mvu,200,12,0.0,0.98,0.987
dev,twinpeaks,mvu,200,13,0.0,0.982,0.988
dev,twinpeaks,mvu,200,14,0.005,0.983,0.988
dev,twinpeaks,mvu,200,15,0.005,0.985,0.989
dev,twinpeaks,mvu,200,5,0.025,0.963,0.986
dev,twinpeaks,mvu,200,6,0.015,0.967,0.986
dev,twinpeaks,mvu,200,7,0.01,0.969,0.986
dev,twinpeaks,mvu,200,8,0.005,0.97,0.986
dev,twinpeaks,mvu,200,9,0.005,0.973,0.986
dev,twinpeaks,mvu,200,10,0.005,0.975,0.986
dev,twinpeaks,mvu,200,11,0.0,0.978,0.987
dev,twinpeaks,mvu,200,12,0.0,0.98,0.987
dev,twinpeaks,mvu,200,13,0.0,0.982,0.988
dev,twinpeaks,mvu,200,14,0.005,0.983,0.988
dev,twinpeaks,mvu,200,15,0.005,0.985,0.989
dev,broken.swiss,mvu,200,5,0.15,0.994,0.998
dev,broken.swiss,mvu,200,6,0.175,0.987,0.994
dev,broken.swiss,mvu,200,7,0.215,0.975,0.991
dev,broken.swiss,mvu,200,8,0.19,0.975,0.992
dev,broken.swiss,mvu,200,9,0.19,0.976,0.991
dev,broken.swiss,mvu,200,10,0.195,0.978,0.991
dev,broken.swiss,mvu,200,11,0.19,0.979,0.991
dev,broken.swiss,mvu,200,12,0.185,0.98,0.991
dev,broken.swiss,mvu,200,13,0.19,0.981,0.991
dev,broken.swiss,mvu,200,14,0.18,0.981,0.991
dev,broken.swiss,mvu,200,15,0.175,0.982,0.991
dev,broken.swiss,mvu,200,5,0.15,0.994,0.998
dev,broken.swiss,mvu,200,6,0.175,0.987,0.994
dev,broken.swiss,mvu,200,7,0.215,0.975,0.991
dev,broken.swiss,mvu,200,8,0.19,0.975,0.992
dev,broken.swiss,mvu,200,9,0.19,0.976,0.991
dev,broken.swiss,mvu,200,10,0.195,0.978,0.991
dev,broken.swiss,mvu,200,11,0.19,0.979,0.991
